OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PUBLIC_PCT,Shape__Area,Shape__Length
71004,39055310800,39,055,310800,,,,,119519438.890625,45115.0123445069
71005,39055310700,39,055,310700,,,,,50091214.1992188,31651.0583508806
71018,39035152202,39,035,152202,,,126,13.64000034,3984379.76953125,8583.68448414629
71019,39035152301,39,035,152301,,,17,1.80999994,1109125.7734375,6642.08909653891
71035,39035183401,39,035,183401,,,,,2226335.31640625,6869.43850852277
71036,39035189112,39,035,189112,,,,,6523345.41015625,11318.5232102105
71037,39035101101,39,035,101101,,,61,8.51000023,545643.18359375,3535.06772538065
71038,39035153107,39,035,153107,,,,,7692196.95703125,19763.1388057167
71059,39035177608,39,035,177608,,,19,1.67999995,7891353.83203125,14147.5902549464
71060,39035177609,39,035,177609,,,,,4830440.171875,10090.8848515556
71061,39035178101,39,035,178101,,,,,3223308.16015625,7538.37699598144
71062,39035178102,39,035,178102,,,,,3912204.97265625,8527.29183049067
71063,39035179101,39,035,179101,,,,,14942337.53125,16680.8889498474
71064,39035121700,39,035,121700,,,82,19.47999954,2160856.015625,6279.21612216464
71066,39085200600,39,085,200600,,,18,7.96000004,6366059.01953125,10330.9198956439
71067,39085200800,39,085,200800,,,21,7.71999979,7363967.51171875,15034.6920848014
71068,39035188106,39,035,188106,,,50,7.69000006,1952923.7109375,6760.55358408184
71094,39035123100,39,035,123100,,,,,2104681.078125,6308.74250422906
71101,39055312203,39,055,312203,,,,,104224384.132813,43947.7248679401
71102,39055310200,39,055,310200,,,,,114249962.339844,42781.8356884724
71119,39035154502,39,035,154502,,,63,11.72999954,6060870.64453125,13046.4850094444
71120,39035154601,39,035,154601,,,146,16.37000084,4426230.37109375,11031.2614370242
71121,39035154603,39,035,154603,,,43,11.77999973,2248454.76171875,7274.80239095048
71122,39035154604,39,035,154604,,,63,13.13000011,2550036.05859375,7101.18731384959
71123,39035155101,39,035,155101,,,,,18269955.9960938,18071.5002394062
71124,39035156101,39,035,156101,,,,,16135004.4375,21797.1744723045
71139,39035179102,39,035,179102,,,,,18096856.4257813,19730.9400832173
71140,39035180102,39,035,180102,,,,,7455499.96484375,14318.9890262326
71141,39035180103,39,035,180103,,,,,8645003.44140625,16450.6074698691
71142,39035181100,39,035,181100,,,,,7186694.65625,12974.5419481988
71143,39085202100,39,085,202100,,,,,6494152.7890625,13257.1892727929
71144,39103415100,39,103,415100,,,,,11328622.3398438,15179.0801860517
71145,39103415200,39,103,415200,,,,,8287447.10546875,11852.8529445861
71147,39103416000,39,103,416000,,,29,3.5,10694294.109375,15979.0002911254
71148,39085202400,39,085,202400,,,,,3190792.10546875,10103.0195802739
71149,39085202500,39,085,202500,,,,,4222230.66796875,10202.321895268
71151,39085200100,39,085,200100,,,22,4.67999983,1614644.421875,10108.984198415
71152,39085200300,39,085,200300,,,,,2674702.421875,6712.29246556778
71153,39085200400,39,085,200400,,,17,3.75999999,3178838.57421875,10259.0631069378
71154,39085200500,39,085,200500,,,,,2602024.21875,7679.86883505213
71169,39035104800,39,035,104800,,,72,14.52000046,6062253.49609375,14369.2991636022
71172,39103408003,39,103,408003,,,17,2.9000001,10217184.7578125,16179.8886978154
71189,39103408001,39,103,408001,,,25,8.5,5257616.62890625,12320.6848800441
71190,39103408201,39,103,408201,,,15,2.92000008,32965505.3632813,28437.3945104672
71232,39103410000,39,103,410000,,,,,226788244.886719,64070.3468885966
71233,39103411001,39,103,411001,,,,,99604195.3203125,63057.9584826791
71234,39103411002,39,103,411002,,,,,20379700.0507813,19247.7344368401
71235,39103413000,39,103,413000,,,,,114448079.628906,42772.3232283677
71236,39103416200,39,103,416200,,,146,19.95000076,22683032.6914063,19251.2660120536
71237,39103416300,39,103,416300,,,,,3423274.33203125,8980.52823012462
71238,39103416400,39,103,416400,,,,,4921166.45703125,10722.0581321411
71239,39103417100,39,103,417100,,,72,7.78999996,24733897.9375,20062.6220914111
71251,39085205100,39,085,205100,,,,,62373092.1523438,38593.0350946814
71256,39085204700,39,085,204700,,,14,2.75,7943898.07421875,14346.2861151888
71257,39035103602,39,035,103602,,,35,1.96000004,4461147.55859375,15910.8382233631
71258,39035107101,39,035,107101,,,,,6698924.0625,23334.1473536922
71259,39035111202,39,035,111202,,,31,8.81000042,5301859.484375,16105.4634277283
71260,39035152303,39,035,152303,,,42,7.05999994,6117514.5078125,11955.0895789711
71261,39085205702,39,085,205702,,,,,5805400.65625,10293.3663520112
71263,39085205200,39,085,205200,,,,,118605827.242188,49823.8434703868
71275,39035116500,39,035,116500,,,61,10.86999989,1443746.96875,5275.24484007426
71276,39035116700,39,035,116700,,,44,14.81000042,1907579.12109375,5982.04062956133
71277,39035116900,39,035,116900,,,41,12.19999981,1264461.5546875,5077.60218825823
71332,39085203400,39,085,203400,,,,,10963071.6367188,15888.0872030787
71340,39085205001,39,085,205001,,,,,12541003.4921875,15075.816957463
71343,39085206100,39,085,206100,,,18,6.73999977,23731193.8632813,25709.1101679838
71349,39085205300,39,085,205300,,,,,39759472.7421875,37897.5295553311
71358,39035117101,39,035,117101,,,83,13.64999962,1716307.6171875,6680.63164469707
71359,39035117201,39,035,117201,,,143,9.02999973,1460924.08203125,5287.71168299365
71396,39035138106,39,035,138106,,,,,4509673.58203125,9969.0155222364
71411,39085205400,39,085,205400,,,,,10178004.421875,17889.3951914001
71434,39103408101,39,103,408101,,,78,6.5999999,4148276.15625,8390.76834813037
71471,39035103800,39,035,103800,,,23,5.96999979,1561989.421875,6400.35897661256
71483,39035177202,39,035,177202,,,16,4.23000002,2084000.95703125,5820.6984035097
71532,39093070600,39,093,070600,,,33,4.34000015,5515171.7578125,15185.9429574418
71537,39093010200,39,093,010200,,,,,7702260.26953125,11124.2511308112
71554,39085203500,39,085,203500,,,,,15674254.6640625,21185.0716553696
71557,39035177403,39,035,177403,,,,,1769127.06640625,6115.69636394093
71558,39035177404,39,035,177404,,,,,1691535.76953125,5400.81220713247
71559,39035177405,39,035,177405,,,,,3235213.61328125,7574.32985157626
71560,39035177406,39,035,177406,,,,,2491981.2890625,7991.15743034542
71561,39035177501,39,035,177501,,,,,3103930.66796875,8231.36343766255
71562,39035177503,39,035,177503,,,,,9540115.6640625,16299.4586242898
71610,39093028100,39,093,028100,,,,,50031628.6640625,37138.0946215514
71616,39103417200,39,103,417200,,,16,2.52999997,25309838.3046875,20206.5360204541
71618,39103417300,39,103,417300,,,46,6.25,34027184.828125,23340.6493893116
71619,39035981100,39,035,981100,,,,,5164835.1953125,11252.4737913852
71624,39035104400,39,035,104400,,,,,2011782.0390625,6883.72218102187
71625,39035105300,39,035,105300,,,58,8.35000038,1150599.49609375,4700.43351550595
71626,39035171205,39,035,171205,,,44,8.03999996,3181891.4765625,8518.26618201903
71627,39035172101,39,035,172101,,,,,2282897.60546875,6046.11392686489
71632,39035172102,39,035,172102,,,,,3162164.7890625,7439.13344000151
71637,39085203700,39,085,203700,,,,,54120162.0234375,38617.6620776438
71638,39085204000,39,085,204000,,,32,5.11999989,5149182.90625,12439.2321085816
71639,39085204200,39,085,204200,,,32,4.67999983,10565609.9804688,18440.7906616079
71640,39035177302,39,035,177302,,,,,3315599.9609375,7841.33864150839
71641,39035177303,39,035,177303,,,14,2.53999996,2885528.42578125,8092.58367163831
71644,39035177504,39,035,177504,,,,,3672873.984375,8737.54474160609
71645,39035177505,39,035,177505,,,,,6524352.71484375,11472.2955524751
71646,39035177604,39,035,177604,,,,,4000668.16796875,9908.20666084759
71647,39035177605,39,035,177605,,,,,4378671.671875,9553.99979136175
71696,39093097100,39,093,097100,,,,,274068251.4375,78725.9963094935
71697,39103404000,39,103,404000,,,,,60772696.5507813,42827.6392771004
71706,39035172201,39,035,172201,,,,,4131106.984375,9220.21906334611
71707,39035172202,39,035,172202,,,,,6906188.9140625,13213.2527730163
71708,39035174107,39,035,174107,,,,,3794914.58984375,8330.82024123675
71709,39035173103,39,035,173103,,,17,5.1500001,5871658.97265625,12280.7949095879
71710,39035173104,39,035,173104,,,,,13188777.9609375,16435.5171252464
71711,39035173106,39,035,173106,,,,,4174040.265625,8610.8335033327
71712,39085204400,39,085,204400,,,44,6.65999985,6696097.37890625,15242.3870140155
71722,39035180104,39,035,180104,,,44,3.24000001,4454296.59765625,12062.0790692265
71723,39035140301,39,035,140301,,,89,23.18000031,1291124.69921875,5139.988901877
71845,39035175105,39,035,175105,,,,,12610581.34375,17511.460095629
71846,39035175106,39,035,175106,,,,,6544140.52734375,12061.347518279
71961,39035105400,39,035,105400,,,56,7.03000021,1883733.875,7314.21156975733
71962,39035105602,39,035,105602,,,63,10.85999966,3113029.05859375,8745.05627951624
71963,39035105700,39,035,105700,,,36,2.99000001,2907606.51953125,7899.64696852817
71964,39035105900,39,035,105900,,,19,4.36000013,2749373.01171875,6845.24000278704
71965,39035106100,39,035,106100,,,14,2.88000011,2877839.5078125,6777.98059666005
71966,39035175201,39,035,175201,,,,,27708738.4140625,21694.6368315118
72062,39035195900,39,035,195900,,,,,12193315.4765625,20117.4758491885
72072,39035175202,39,035,175202,,,,,21802070.3046875,19068.7489736803
72073,39035177304,39,035,177304,,,,,2932367.5703125,8636.40523442153
72074,39035176200,39,035,176200,,,,,9640412.359375,18857.5283414538
72075,39035177101,39,035,177101,,,84,6.94999981,8934318.3359375,13402.5353377576
72076,39035177103,39,035,177103,,,,,3548281.125,9507.08649120627
72077,39035177104,39,035,177104,,,,,2538645.34375,9254.12185770027
72078,39035990000,39,035,990000,,,,,7401.625,1027.27772076759
72079,39035138107,39,035,138107,,,,,3863963.875,9206.10136623143
72080,39035161000,39,035,161000,,,,,664563.5,3475.41018048951
72093,39103408002,39,103,408002,,,,,13210170.203125,16323.239616267
72154,39103400100,39,103,400100,,,,,123063095.335938,44400.6946082181
72155,39103402000,39,103,402000,,,,,117869086.851563,43347.3573601675
72156,39103403001,39,103,403001,,,,,103601490.265625,40826.6386755586
72157,39103403002,39,103,403002,,,,,77477349.4804688,40607.4070693004
72172,39035178201,39,035,178201,,,,,3636760.63671875,8568.3956208295
72173,39035178204,39,035,178204,,,112,6.61999989,2830248.3671875,6894.94811246562
72174,39007000500,39,007,000500,,,74,10.28999996,8353830.02734375,13634.2583369921
72268,39103408301,39,103,408301,,,,,13453651.453125,18587.3125707205
72269,39103409001,39,103,409001,,,,,120306462.6875,43937.8589001657
72270,39103409002,39,103,409002,,,,,93170483.9296875,43815.8618692907
72271,39035109301,39,035,109301,,,45,7.6500001,1360905.1953125,5994.6732842826
72272,39035109801,39,035,109801,,,,,1330442.80078125,4781.01842678866
72273,39035196200,39,035,196200,,,451,30.82999992,3616806.6015625,9276.08602983688
72274,39035102102,39,035,102102,,,38,5.98999977,1466302.8125,5714.64658063334
72275,39035102200,39,035,102200,,,46,7.84000015,1584543.22265625,6908.76254829551
72276,39035160400,39,035,160400,,,,,2010187.18359375,6550.08232696536
72280,39103415300,39,103,415300,,,13,1.72000003,6556223.87890625,10638.6323783767
72359,39035102300,39,035,102300,,,46,9.28999996,810279.31640625,4752.08014897155
72360,39035102700,39,035,102700,,,89,9.27000046,3549709.0703125,8395.29264032692
72361,39035102800,39,035,102800,,,30,6.67999983,804512.921875,3661.62273881003
72362,39035160200,39,035,160200,,,,,877031.234375,5115.64187988072
72363,39035160500,39,035,160500,,,54,4.30000019,2174169.23828125,6510.70562095193
72364,39035161600,39,035,161600,,,,,819267.25,3705.24698461619
72365,39035170101,39,035,170101,,,,,3005792.9375,7583.89443832064
72366,39035171102,39,035,171102,,,137,17.22999954,4946521.40234375,11204.2591807924
72367,39035160900,39,035,160900,,,,,2976424.79296875,13779.782008694
72385,39035120702,39,035,120702,,,54,15.64999962,1109070.0625,4787.75341293214
72386,39035183606,39,035,183606,,,24,8.78999996,897216.51171875,4060.37015119553
72387,39035174203,39,035,174203,,,,,5599714.12890625,13465.304205166
72388,39035140900,39,035,140900,,,13,6.44000006,1225679.2890625,5351.44724748437
72389,39035188107,39,035,188107,,,173,17.25,4647060.59765625,10919.6984319385
72399,39093097600,39,093,097600,,,61,5.17000008,3074426.0546875,9927.46884509253
72400,39093080702,39,093,080702,,,,,19030331.96875,17928.2395614247
72447,39035196300,39,035,196300,,,,,65962953.7773438,42939.7987589057
72453,39093022601,39,093,022601,,,91,12.01000023,5152950.30078125,10817.7065477336
72454,39103415400,39,103,415400,,,65,28.88999939,7266323.453125,11039.3671321808
72455,39035161100,39,035,161100,,,,,1617236.30078125,7850.29760910141
72456,39035161200,39,035,161200,,,15,2.28999996,1260837.17578125,6244.17778331101
72457,39035161400,39,035,161400,,,,,1662908.69921875,6412.48226112341
72466,39035141602,39,035,141602,,,21,8.47000027,928688.9296875,3874.75205304565
72467,39035173105,39,035,173105,,,,,2966542.2265625,7215.48008834476
72468,39035116800,39,035,116800,,,73,11.52999973,1560790.87890625,5594.52239576323
72469,39035106800,39,035,106800,,,45,5.55999994,1067089.6171875,4180.65445717068
72551,39035195700,39,035,195700,,,,,28958183.96875,34865.6640392329
72552,39035980100,39,035,980100,,,,,5411229.109375,16574.8373766204
72554,39035161500,39,035,161500,,,,,1804506.30078125,6407.57418394468
72555,39035170201,39,035,170201,,,,,7825606.09375,11950.4696284411
72556,39035170202,39,035,170202,,,,,4608030.328125,9366.22535717376
72557,39035171204,39,035,171204,,,59,16.53000069,3069962.0390625,7421.18832847233
73546,39035176100,39,035,176100,,,,,7621182.421875,17714.7911420492
73547,39035174205,39,035,174205,,,,,8255540.9765625,13634.2460524398
73548,39035174206,39,035,174206,,,,,2704788.59765625,9662.58785519013
73549,39035174207,39,035,174207,,,,,6584777.125,14219.6195175557
75227,39035117102,39,035,117102,,,67,27.35000038,1768415.9609375,6110.72452172073
75230,39035152101,39,035,152101,,,,,1885165.35546875,7281.75179218967
75231,39035141601,39,035,141601,,,,,1696128.52734375,6628.15537427115
75232,39035151500,39,035,151500,,,93,25.69000053,1185643.1171875,5253.46610626844
75233,39035151800,39,035,151800,,,32,7.53000021,1055079.05859375,5107.42736649494
75298,39055311900,39,055,311900,,,,,137786286.324219,46995.0880545067
75299,39035175110,39,035,175110,,,,,9855364.94921875,13322.8848426942
75300,39035190506,39,035,190506,,,,,16992855.2109375,26580.5690379719
75301,39035172105,39,035,172105,,,14,0.69999999,1380433.265625,5288.36651971666
75313,39093022100,39,093,022100,,,16,7.84000015,1840682.046875,6973.42061714239
75315,39093070200,39,093,070200,,,18,5.42000008,14311248.1953125,21082.9878901683
75319,39093070400,39,093,070400,,,58,7.98999977,10705367.1992188,16148.2596224868
75320,39093070700,39,093,070700,,,80,19.95000076,4227797.90625,11415.6609053312
75365,39035152605,39,035,152605,,,313,17.95000076,7266119.00390625,13082.6207509012
75366,39035160604,39,035,160604,,,,,552797.47265625,4509.19130002901
75367,39035136104,39,035,136104,,,,,13856126.328125,17179.5966169771
75368,39035197700,39,035,197700,,,72,7.82999992,2992240.73046875,7475.48538046243
75369,39035197800,39,035,197800,,,36,2.91000009,3801305.34765625,12186.1267784484
75370,39035197600,39,035,197600,,,125,14.47000027,1789816.67578125,6712.40310286111
75373,39035105100,39,035,105100,,,57,6.82000017,4280508.421875,12304.2072301421
75374,39035141000,39,035,141000,,,32,6.53999996,1440272.21875,5891.77434895506
75375,39035174106,39,035,174106,,,,,3603175.62109375,9536.10877471907
75376,39035183605,39,035,183605,,,17,2.5999999,1648135.3203125,5466.04247662943
75377,39035130105,39,035,130105,,,,,2937086.08203125,7301.83213194909
75378,39035154200,39,035,154200,,,39,8.60999966,2284361.8203125,8162.9900533294
75379,39035141300,39,035,141300,,,,,2770153.8671875,9329.04534504323
75380,39035154400,39,035,154400,,,68,11.86999989,4006293.0078125,10016.9137437715
75389,39093022200,39,093,022200,,,82,13.71000004,2709392.51171875,8000.06501615664
75399,39035112100,39,035,112100,,,26,4.17000008,1061311.234375,6073.14431737828
75400,39035123502,39,035,123502,,,18,2.08999991,1342841.56640625,5580.14111908204
75455,39035152201,39,035,152201,,,52,2.92000008,1327640.19140625,6461.94020380803
75456,39035153103,39,035,153103,,,,,4657801.35546875,10564.9245936949
75458,39035154100,39,035,154100,,,59,13.26000023,1044269.21875,4305.43899965063
75459,39035154501,39,035,154501,,,76,10.69999981,3942556.5703125,8960.99359406864
75460,39035161300,39,035,161300,,,,,1430178.10546875,5957.69734615289
75461,39035140400,39,035,140400,,,79,15.05000019,2065162.91796875,6353.34219003762
75462,39035141100,39,035,141100,,,80,3.8499999,1898800.48828125,8688.5911063836
75467,39035127501,39,035,127501,,,82,14.90999985,3936313.609375,10863.7786188232
75470,39093050200,39,093,050200,,,,,8629176.6015625,15970.3254396383
75530,39035197900,39,035,197900,,,80,19.70000076,3496814.49609375,11508.4805623106
75531,39035197400,39,035,197400,,,57,6,2611216.68359375,7422.83315025341
75541,39093022400,39,093,022400,,,136,12.96000004,3306465.046875,12569.1688313701
75542,39093070901,39,093,070901,,,66,13.03999996,13849030.9453125,17516.6056073587
75614,39035120600,39,035,120600,,,60,10.71000004,1623178.9609375,5256.54552919319
75615,39035171206,39,035,171206,,,19,6.44000006,3150203.15234375,7624.67821365081
75616,39035140100,39,035,140100,,,32,16.75,1562367.85546875,5230.20127250387
75627,39093097300,39,093,097300,,,126,15.5,4314238.96875,11879.5241710578
75628,39093022500,39,093,022500,,,13,10.65999985,1950746.64453125,6238.62228156347
75629,39093071400,39,093,071400,,,72,9.81000042,4495633.19921875,13632.2871829198
75688,39007001101,39,007,001101,,,,,180749778.445313,58032.7984437511
75696,39093023100,39,093,023100,,,148,21.47999954,11945066.609375,19355.617863626
75701,39035102402,39,035,102402,,,79,11.52000046,1246611.2109375,5387.57968309057
75702,39035155102,39,035,155102,,,,,5564153.33984375,12052.7339983964
75762,39007000400,39,007,000400,,,16,4.21999979,8424965.06640625,16446.4445066567
75763,39007000802,39,007,000802,,,16,2.19000006,37547228.203125,27706.6325834301
75774,39093095100,39,093,095100,,,,,129610074.898438,53061.2867828439
75839,39093023000,39,093,023000,,,230,22.95000076,10097895.1875,14169.1194438294
75840,39093023200,39,093,023200,,,134,24.90999985,2913210.4296875,7443.4192600339
75841,39093023300,39,093,023300,,,121,25.90999985,1956480.59375,6241.87862530209
75843,39093050400,39,093,050400,,,,,5610413.94140625,10021.5509791284
75897,39093023400,39,093,023400,,,35,11.51000023,2806049.71484375,7047.77729875992
75898,39093057100,39,093,057100,,,,,125619330.484375,55720.6275614493
75899,39093060100,39,093,060100,,,16,1.77999997,32698853.8632813,28451.310286381
75900,39093060200,39,093,060200,,,11,2.4000001,24533638.2773438,22009.3168607579
76693,39055312000,39,055,312000,,,,,118533922.25,43732.9432924127
76694,39055312100,39,055,312100,,,,,124337251.519531,44578.5433443996
76695,39055312201,39,055,312201,,,53,5.84000015,23641085.296875,31857.7149524479
76696,39055312202,39,055,312202,,,,,103504359.472656,49248.0934716976
76697,39055312300,39,055,312300,,,33,4.82000017,58277436.1757813,33138.4780051955
76698,39055312400,39,055,312400,,,,,61888428.1328125,34413.5294352773
76701,39035196800,39,035,196800,,,,,3748285.0546875,9668.68129056644
76763,39055310900,39,055,310900,,,,,104782384.472656,40921.4970745268
76770,39035140302,39,035,140302,,,63,13.93999958,1716174.33203125,6362.35565784445
76771,39035178206,39,035,178206,,,,,3674525.015625,8786.58303754009
76774,39035141700,39,035,141700,,,,,1392495.0625,6157.87960855258
76775,39035185203,39,035,185203,,,,,4491795.52734375,9200.89783186565
76798,39035181203,39,035,181203,,,,,3062163.41796875,9129.89100423119
76799,39035124100,39,035,124100,,,68,8.27999973,2054820.88671875,5972.19130464322
76800,39035183604,39,035,183604,,,51,11.46000004,1282680.77734375,4577.97768309683
76801,39035194500,39,035,194500,,,,,42145157.1757813,31949.9435827849
76802,39035119702,39,035,119702,,,73,13.61999989,944229.89453125,3992.37674460984
76803,39035189109,39,035,189109,,,,,8040207.8984375,17742.2401860071
76804,39035160300,39,035,160300,,,,,958964.3125,4354.62831964407
76805,39035106500,39,035,106500,,,21,5.61000013,2286214.90234375,7768.66343416469
76806,39035177201,39,035,177201,,,,,1988380.625,7259.48547510689
76844,39035118800,39,035,118800,,,,,2078049.4609375,7849.00146110798
76849,39007000704,39,007,000704,,,42,5.96000004,44429091.6289063,49485.1102344445
76850,39007000300,39,007,000300,,,,,67970075.6054688,56277.561600458
76851,39007000102,39,007,000102,,,,,9788571.6796875,16345.2934317245
76876,39035178205,39,035,178205,,,,,2049275.6640625,6281.88649003343
76877,39035160602,39,035,160602,,,42,3.48000002,1148920.7421875,4691.57021470852
76878,39035171104,39,035,171104,,,208,25.12000084,2847483.91015625,7573.50328614313
76879,39035105500,39,035,105500,,,33,6.78999996,769976.20703125,5290.54904302142
76880,39035119402,39,035,119402,,,84,15.52999973,753038.41015625,3607.76909889135
76881,39035140702,39,035,140702,,,22,6.4000001,1194024.703125,4464.36362926021
76882,39007000200,39,007,000200,,,,,84553427.3789063,46871.5117970665
76883,39007000900,39,007,000900,,,,,77837428.2304688,38186.1207900383
76899,39093022800,39,093,022800,,,112,11.02999973,3581754.28515625,7671.34540826623
76913,39035152703,39,035,152703,,,15,4.5999999,3336999.82421875,11794.4275136905
76914,39035101300,39,035,101300,,,136,16.5,1117633.79296875,4867.09107795402
76915,39035182105,39,035,182105,,,,,6173910.43359375,10255.8113840631
76916,39035121401,39,035,121401,,,61,16.01000023,1393670.6875,6666.72398037885
76918,39035123900,39,035,123900,,,12,2.29999995,1519995.37109375,5047.65846941127
76919,39007000101,39,007,000101,,,15,3.18000007,51860051.5820313,52231.8073906414
